Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL,Ghost_Risk_Score_Tier1,Tier,Confidence_Level,Priority,Infrastructure_Screening_Score,Data_Risk_Reason,Qwen_Fraud_Flag,Qwen_Fraud_Reason,Latitude,Longitude,Percent_Built_Earliest,Percent_Built_Recent,Satellite_BuiltUp_Percent,Satellite_Density_Flag,Satellite_Risk_Reason,Final_GhostSchool_Reason,Satellite_Confidence
Real (Census),37420431,GMMS MOHALLAH SAGRAL MULTAN KHURD,CHAKWAL,TALAGANG,sMosque,Functional,No,,1.0,,,6.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,32.9320074,72.8308888,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),37410488,GGPS MURID BALLA,CHAKWAL,CHAKWAL,Primary,Functional,No,,4.0,,,39.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,32.932827,72.8629763,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),33140283,GGES CHAK 66 JB-II ISLAM PURA,FAISALABAD,FAISALABAD SADDAR,Middle,Functional,No,,14.0,,,608.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,31.3711401,73.0706582,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),33140422,GHS CHAK 199 RB,FAISALABAD,FAISALABAD SADDAR,High,Functional,No,,16.0,,,511.0,,12,12,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,31.259546,72.9367562,93.75,98.44,98.44,High_Density, 98.4% built-up area detected — clearly in a developed location,"The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 98.4% built-up around the school's exact location, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",School-Level
Real (Census),33110139,GGPS CHAK NO 217 RB ACHKERA,FAISALABAD,FAISALABAD CITY,Primary,Functional,No,,4.0,,,351.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,31.386296,73.0676444,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),33130285,GES 205/GB,FAISALABAD,SAMUNDARI,Middle,Functional,No,,9.0,,,217.0,,5,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,Moderate toilet non-functionality (only 2 of 5 working),False,,31.4103462,73.0936494,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows moderate toilet non-functionality (only 2 of 5 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),33130355,GHS CHAK NO. 530/GB FSD,FAISALABAD,SAMUNDARI,High,Functional,No,,14.0,,,519.0,,8,8,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,31.4103462,73.0936494,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36310105,GGES CHAK NO.106 EB,VEHARI,BUREWALA,Middle,Functional,No,,7.0,,,167.0,,6,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,8.33,Moderate toilet non-functionality (only 4 of 6 working),False,,30.1553358,72.6815187,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows moderate toilet non-functionality (only 4 of 6 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),36310201,GES CHAK NO.261/EB,VEHARI,BUREWALA,Middle,Functional,No,,12.0,,,507.0,,8,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,6.25,Moderate toilet non-functionality (only 6 of 8 working),False,,30.1553358,72.6815187,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows moderate toilet non-functionality (only 6 of 8 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),36310054,GHS CHAK NO.181 EB,VEHARI,BUREWALA,High,Functional,No,,17.0,,,486.0,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.1553358,72.6815187,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36320664,GGPS ARY PUR,VEHARI,MAILSI,Primary,Functional,No,,3.0,,,95.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.8073001,72.1769109,100.0,100.0,100.0,High_Density, 100% built-up area detected — clearly in a developed location,"The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up around the school's exact location, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",School-Level
Real (Census),36310268,GPS 365 EB,VEHARI,BUREWALA,Primary,Functional,No,,4.0,,,149.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.1553358,72.6815187,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
